Rank,Nome,Plataforma,Ano,Genero,Publicadora,Vendas_AmericaDoNorte,Vendas_EU,Vendas_JP,Vendas_Outras,Vendas_Global
9184,Valhalla Knights: Eldar Saga,0,2009,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14
9185,Lips: I Love The 80s,0,2010,Misc,Microsoft Game Studios,0,0.12,0,0.02,0.14
9195,Syberia,0,2008,Action,Mindscape,0.1,0.02,0,0.01,0.14
9196,Zoobles! Spring to Life!,0,2011,Misc,Activision,0.1,0.02,0,0.01,0.14
9202,Create,0,2010,Action,Electronic Arts,0.1,0.03,0,0.01,0.14
9203,Karaoke Revolution Glee: Volume 3,0,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.01,0.14
9205,Rango: The Video Game,0,2011,Action,Electronic Arts,0.08,0.04,0,0.01,0.14
9207,Power Gig: Rise of the SixString,0,2010,Misc,Unknown,0.13,0,0,0.01,0.14
9210,NCIS,0,2011,Adventure,Ubisoft,0.1,0.03,0,0.01,0.14
9215,Ben 10 Galactic Racing,0,2011,Racing,D3Publisher,0.1,0.03,0,0.01,0.14
9218,Ninjatown,0,2008,Strategy,SouthPeak Games,0.12,0,0,0.01,0.14
9229,Science Papa,0,2009,Misc,Activision,0.12,0.01,0,0.01,0.14
9231,MySims Collection,0,2010,Misc,Electronic Arts,0.13,0,0,0.01,0.14
9233,Football Manager 2012,0,2011,Sports,Sega,0,0.1,0,0.04,0.14
9239,X-Blades,0,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,0,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01,0.14
9244,Puyo Puyo!! 20th Anniversary,0,2011,Puzzle,Sega,0,0,0.14,0,0.14
9247,I Spy: Universe,0,2010,Puzzle,Scholastic Inc.,0.13,0,0,0.01,0.14
9249,Littlest Pet Shop: Spring,0,2009,Simulation,Electronic Arts,0.12,0,0,0.01,0.14
9250,The Amazing Race,0,2010,Misc,Ubisoft,0.13,0,0,0.01,0.14
9255,Dead Rising 2,1,2010,Action,Ca1om,0.1,0.02,0,0.01,0.14
9256,Let's Cheer,0,2011,Misc,Take-Two Interactive,0.12,0,0,0.01,0.14
9260,Major League Baseball 2K8,0,2008,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14
9264,Alone in the Dark: Inferno,0,2008,Adventure,Atari,0.09,0.03,0,0.02,0.14
9265,Rogue Warrior,0,2009,Shooter,Bethesda Softworks,0.11,0.02,0,0.01,0.14
9267,The X-Factor,0,2010,Misc,Deep Silver,0,0.1,0,0.03,0.14
9270,Vampire Moon: The Mystery of the Hidden Sun,0,2010,Adventure,City Interactive,0.12,0.01,0,0.01,0.14
9272,G.I. Joe: The Rise of Cobra,0,2009,Action,Electronic Arts,0.11,0.01,0,0.01,0.14
9274,BIT.TRIP SAGA,0,2011,Misc,Rising Star Games,0.09,0.04,0,0.01,0.14
9275,Touch My Katamari,0,2011,Puzzle,Namco Bandai Games,0.08,0.04,0,0.02,0.14
9278,7th Dragon,0,2009,Role-Playing,Sega,0,0,0.14,0,0.14
9279,Pet Pals: Animal Doctor,0,2008,Simulation,JoWood Productions,0.13,0,0,0.01,0.14
9281,Cruise Ship Vacation Games,0,2009,Puzzle,Avanquest,0.13,0,0,0.01,0.14
9283,Gourmet Chef: Cook Your Way to Fame,0,2008,Misc,Ubisoft,0.13,0,0,0.01,0.14
9284,Learn Math,0,2009,Puzzle,DreamCatcher Interactive,0.13,0,0,0.01,0.14
9285,Nitrobike,0,2008,Racing,Ubisoft,0.11,0.01,0,0.01,0.14
9291,Dragon Age Origins: Awakening,1,2010,Role-Playing,Electronic Arts,0.01,0.1,0,0.02,0.14
9292,Scene It? Bright Lights! Big Screen!,0,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0,0,0.01,0.14
9297,Let's Play Ballerina,0,2010,Sports,Deep Silver,0.13,0,0,0.01,0.14
9298,Wild Earth: African Safari,0,2008,Simulation,Majesco Entertainment,0.11,0.02,0,0.01,0.14
9300,Kamen Rider Battle: Ganbaride,0,2010,Strategy,Namco Bandai Games,0,0,0.14,0,0.14
9308,Divinity II: The Dragon Knight Saga,0,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.14
9313,Top Shot Arcade,0,2011,Shooter,Activision,0.13,0,0,0.01,0.14
9314,Imagine: Fashion Stylist,0,2010,Simulation,Ubisoft,0.13,0,0,0.01,0.14
9316,Red Orchestra 2: Heroes of Stalingrad,1,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.02,0.14
9318,Deepak Chopra's Leela,0,2011,Misc,THQ,0.11,0.01,0,0.01,0.14
9319,Tom Clancy's Ghost Recon,0,2010,Shooter,Ubisoft,0.11,0.01,0,0.01,0.14
9320,007: Quantum of Solace,0,2008,Action,Activision,0.11,0.01,0,0.01,0.14
9323,NCIS,0,2011,Adventure,Ubisoft,0.08,0.04,0,0.01,0.14
9324,Little League World Series Baseball 2009,0,2009,Sports,Activision,0.13,0,0,0.01,0.14
9327,Queen's Gate: Spiral Chaos,0,2011,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14
9329,Back At The Barnyard: Slop Bucket Games,0,2008,Sports,THQ,0.12,0,0,0.01,0.14
9330,Quick Yoga Training,0,2008,Misc,Ubisoft,0.13,0,0,0.01,0.14
9331,Fashion Studio: Paris Collection,0,2009,Misc,Ubisoft,0.13,0,0,0.01,0.13
9332,Legendary,0,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13
9334,Peppa Pig: Fun and Games,0,2010,Misc,Ubisoft,0,0.12,0,0.02,0.13
9338,Nobunaga no Yabou: Tendou,0,2010,Strategy,Tecmo Koei,0,0,0.13,0,0.13
9342,Suzumiya Haruhi no Tomadoi,0,2008,Adventure,Banpresto,0,0,0.13,0,0.13
9343,MLB Power Pros 2008,0,2008,Sports,Konami Digital Entertainment,0.12,0,0.01,0.01,0.13
9345,Dokapon Kingdom,0,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13
9347,Go Play: Circus Star,0,2009,Action,Majesco Entertainment,0.12,0,0,0.01,0.13
9349,Winter Stars,0,2011,Sports,Deep Silver,0.06,0.07,0,0.01,0.13
9358,NHL 2K9,0,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
9359,Pro Yaky? Spirits 6,0,2009,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9360,Freddi Fish: ABC under the sea,0,2008,Misc,Atari,0.13,0,0,0.01,0.13
9361,Puzzle Kingdoms,0,2009,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,0,2010,Role-Playing,Spike,0,0,0.13,0,0.13
9366,Ben 10 Galactic Racing,0,2011,Racing,D3Publisher,0.07,0.06,0,0.01,0.13
9370,Hulk Hogan's Main Event,0,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
9380,Space Camp,0,2009,Action,Activision,0.12,0,0,0.01,0.13
9382,Bakugan: Battle Trainer,0,2010,Action,Activision,0.12,0,0,0.01,0.13
9383,Phantom Brave: We Meet Again,0,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.01,0.13
9384,Monster Rancher DS,0,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.01,0.13
9386,Suite PreCure: Melody Collection,0,2011,Misc,Namco Bandai Games,0,0,0.13,0,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,0,2008,Role-Playing,Atlus,0.07,0.05,0,0.02,0.13
9388,NHL 2K9,0,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02,0.13
9389,Venetica,0,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.01,0.13
9396,MLB 11: The Show,0,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02,0.13
9398,History Civil War: Secret Missions,0,2008,Shooter,Activision,0.12,0,0,0.01,0.13
9400,My Spanish Coach,0,2008,Misc,Ubisoft,0.12,0,0,0.01,0.13
9405,Ken to Mahou to Gakuen Mono. 3,0,2010,Role-Playing,Acquire,0,0,0.13,0,0.13
9406,Greg Hastings Paintball 2,0,2010,Shooter,505 Games,0.12,0,0,0.01,0.13
9411,Scene It? Bright Lights! Big Screen!,0,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13
9412,My Baby: First Steps,0,2009,Simulation,SouthPeak Games,0.12,0,0,0.01,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,0,2011,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9423,Destroy All Humans! Path of the Furon,0,2008,Action,THQ,0.08,0.04,0,0.01,0.13
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,0,2010,Adventure,Foreign Media Games,0.08,0.04,0,0.01,0.13
9427,All Star Cheer Squad 2,0,2009,Sports,THQ,0.12,0,0,0.01,0.13
9431,SpongeBob's Surf & Skate Roadtrip,0,2011,Action,THQ,0.11,0.02,0,0.01,0.13
9433,Cabela's Dangerous Hunts 2009,0,2008,Sports,Activision,0.12,0,0,0.01,0.13
9435,Chuck E. Cheese's Game Room,0,2010,Misc,UFO Interactive,0.12,0,0,0.01,0.13
9439,Eat Lead: The Return of Matt Hazard,0,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13
9441,Soccer Tsuku DS: World Challenge 2010,0,2010,Sports,Sega,0,0,0.13,0,0.13
9442,Family Fortunes,0,2009,Misc,Mindscape,0,0.12,0,0.01,0.13
9443,Megamind: The Blue Defender,0,2010,Adventure,THQ,0.08,0.03,0,0.02,0.13
9446,The BIGS 2,0,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,0,2011,Role-Playing,Square Enix,0,0,0.13,0,0.13
9448,Amagami,0,2009,Adventure,Enterbrain,0,0,0.13,0,0.13
9456,Eternal Poison (JP sales),0,2008,Role-Playing,Banpresto,0,0,0.13,0,0.13
9458,Naruto Shippuden: Kizuna Drive,0,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
9465,Academy of Champions: Soccer,0,2009,Sports,Ubisoft,0.1,0.02,0,0.01,0.13
9467,Disney Princess: Enchanting Storybooks,0,2011,Misc,THQ,0.08,0.04,0,0.01,0.13
9468,Sally's Salon,0,2008,Simulation,Ca1om,0.12,0,0,0.01,0.13
9469,The Oregon Trail,0,2011,Simulation,Crave Entertainment,0.12,0,0,0.01,0.13
9471,NBA Ballers: Chosen One,0,2008,Sports,Midway Games,0.12,0,0,0.01,0.13
9472,Lovely Lisa and Friends,0,2010,Simulation,Tomy Corporation,0.12,0,0,0.01,0.13
9478,Grand Knights History,0,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0,0.13
9486,Rango: The Video Game,0,2011,Action,Electronic Arts,0.06,0.06,0,0.01,0.13
9489,Shimano Xtreme Fishing,0,2009,Sports,Mastiff,0.12,0,0,0.01,0.13
9490,The History Channel: Great Battles - Medieval,0,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13
9491,TRON: Evolution,0,2010,Action,Disney Interactive Studios,0.09,0.02,0,0.02,0.13
9493,Barbie and the Three Musketeers,0,2009,Adventure,Activision,0.12,0,0,0.01,0.13
9494,Secret Agent Clank,0,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9496,DreamWorks Super Star Kartz,0,2011,Racing,Activision,0.09,0.03,0,0.01,0.13
9505,Nicktoons: MLB,0,2011,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
9508,Green Lantern: Rise of the Manhunters,0,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0,0.01,0.13
9516,BlazBlue: Continuum Shift II,0,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
9517,Backyard Sports Football: Rookie Rush,0,2010,Sports,Atari,0.12,0,0,0.01,0.13
9519,Farming Simulator 2011,1,2010,Simulation,N/A,0,0.13,0,0,0.13
9520,Margot's Word Brain,0,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13
9522,Imagine: Fashion Designer,0,2011,Simulation,Ubisoft,0.1,0.02,0,0.01,0.13
9523,Pop'n Music Portable,0,2010,Misc,Konami Digital Entertainment,0,0,0.13,0,0.13
9525,Borderlands: Double Game Add-On Pack,0,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.01,0.13
9527,The Price is Right 2010 Edition,0,2009,Misc,Ubisoft,0.12,0,0,0.01,0.13
9528,Army Men: Soldiers of Misfortune,0,2008,Shooter,Zoo Games,0.12,0,0,0.01,0.13
9532,Reader Rabbit Kindergarten,0,2010,Misc,Graffiti,0.12,0,0,0.01,0.13
9534,Metal Max 3,0,2010,Role-Playing,Enterbrain,0,0,0.13,0,0.13
9535,Rock Band Track Pack Volume 1,0,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.13
9536,Puyo Puyo!! 20th Anniversary,0,2011,Puzzle,Sega,0,0,0.13,0,0.13
9541,Monster Hunter Frontier Online,0,2010,Role-Playing,Ca1om,0,0,0.13,0,0.13
9542,Green Lantern: Rise of the Manhunters,0,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.01,0.13
9545,Backyard Baseball '09,0,2008,Sports,Atari,0.12,0,0,0.01,0.13
9546,Puppies 3D,0,2011,Misc,Ubisoft,0.08,0.04,0,0.01,0.13
9549,Just Cause 2,1,2010,Action,Square Enix,0,0.1,0,0.03,0.13
9551,Venetica,0,2010,Role-Playing,DTP Entertainment,0.07,0.04,0,0.02,0.13
9555,Transformers: War for Cybertron -- Decepticons,0,2010,Action,Activision,0.11,0.01,0,0.01,0.13
9556,Overlord: Raising Hell,0,2008,Action,Codemasters,0.07,0.04,0,0.02,0.13
9559,Cabela's Dangerous Hunts 2009,0,2008,Sports,Activision Value,0.12,0,0,0.01,0.13
9561,Space Bust-A-Move,0,2008,Puzzle,Square Enix,0.1,0.02,0,0.01,0.13
9562,Legend of the Guardians: The Owls of Ga'Hoole,0,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01,0.13
9565,Tamagotchi no Pichi Pichi Omisecchi,0,2010,Action,Namco Bandai Games,0,0,0.13,0,0.13
9567,Brothers in Arms: Double Time,0,2008,Shooter,Ubisoft,0.11,0,0,0.01,0.13
9572,Warriors Orochi 2,0,2008,Action,Tecmo Koei,0.06,0.05,0,0.02,0.13
9576,Sengoku Basara 3 Utage,0,2011,Action,Ca1om,0,0,0.13,0,0.13
9579,Rock Band Track Pack Volume 2,0,2008,Misc,MTV Games,0.11,0,0,0.01,0.13
9591,PBR: Out of the Chute,0,2008,Sports,Crave Entertainment,0.12,0,0,0.01,0.13
9594,Thor: God of Thunder,0,2011,Action,Sega,0.09,0.03,0,0.01,0.13
9596,The Price is Right: Decades,0,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
9598,The Sky Crawlers: Innocent Aces,0,2008,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
9599,Avatar: The Last Airbender - Into the Inferno,0,2008,Adventure,THQ,0.11,0.01,0,0.01,0.13
9600,Fit in Six,0,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13
9601,Monster Jam: Urban Assault,0,2008,Racing,Activision,0.06,0.05,0,0.02,0.13
9602,Ice Age: Dawn of the Dinosaurs,0,2009,Action,Activision,0.09,0.03,0,0.01,0.13
9604,SimAnimals Africa,0,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01,0.13
9605,Deepak Chopra's Leela,0,2011,Misc,THQ,0.07,0.05,0,0.01,0.13
9606,Twister Mania,0,2011,Misc,505 Games,0.1,0.01,0,0.01,0.13
9610,428: Fuusa Sareta Shibuya de,0,2008,Adventure,Sega,0,0,0.13,0,0.13
9616,NCIS,0,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.13
9617,Cabela's Dangerous Hunts 2011,0,2010,Sports,Activision,0.12,0,0,0.01,0.13
9618,Garfield's Fun Fest,0,2008,Platform,Zoo Digital Publishing,0.07,0.04,0,0.01,0.13
9622,Cloudy With a Chance of Meatballs,0,2009,Platform,Ubisoft,0.11,0,0,0.01,0.13
9624,Zenses: Ocean,0,2008,Puzzle,Game Factory,0.11,0.01,0,0.01,0.13
9625,Ben 10 Galactic Racing,0,2011,Racing,D3Publisher,0.08,0.03,0,0.01,0.13
9626,Teenage Mutant Ninja Turtles: Arcade Attack,0,2009,Action,Ubisoft,0.12,0,0,0.01,0.13
9628,Left Brain Right Brain 2,0,2008,Misc,Majesco Entertainment,0.12,0,0,0.01,0.13
9630,Kidz Sports: Crazy Golf,0,2008,Sports,Data Design Interactive,0.11,0,0,0.01,0.13
9632,Victorious: Time to Shine,0,2011,Action,D3Publisher,0.12,0,0,0.01,0.13
9635,Petz Puppyz & Kittenz,0,2011,Misc,Ubisoft,0.12,0,0,0.01,0.13
9638,The Stronghold Collection,1,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02,0.13
9643,Dragon Ball: Origins,0,2008,Action,Atari,0.09,0.03,0,0.01,0.13
9644,Last Ranker,0,2010,Role-Playing,Ca1om,0,0,0.13,0,0.13
9647,Eat Lead: The Return of Matt Hazard,0,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.13
9650,Power Pro Kun Pocket 13,0,2010,Sports,Konami Digital Entertainment,0,0,0.13,0,0.13
9652,Jurassic: The Hunted,0,2009,Shooter,Activision,0.12,0,0,0.01,0.13
9653,Adventures to Go!,0,2008,Role-Playing,Zushi Games,0.1,0,0.01,0.01,0.13
9654,Conduit 2,0,2011,Shooter,Sega,0.07,0.04,0,0.01,0.13
9655,Supremacy MMA,0,2011,Fighting,505 Games,0.06,0.04,0,0.02,0.13
9663,Ninja Reflex,0,2008,Action,Electronic Arts,0.11,0.01,0,0.01,0.12
9665,Calling,0,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0,0.01,0.12
9670,Where the Wild Things Are,0,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01,0.12
9676,SCORE International Baja 1000: The Official Game,0,2008,Racing,Activision,0.11,0.01,0,0.01,0.12
9677,Disney Sing It: Party Hits,0,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.01,0.12
9681,After Hours Athletes,0,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.03,0.12
9691,Obscure: The Aftermath,0,2008,Action,Playlogic Game Factory,0.12,0,0,0.01,0.12
9693,Tom Clancy's Splinter Cell Trilogy,0,2011,Action,Ubisoft,0,0.1,0,0.03,0.12
9696,Blackwater,0,2011,Shooter,505 Games,0.09,0.02,0,0.01,0.12
9699,Solitaire & Mahjong,0,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01,0.12
9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",0,2008,Misc,D3Publisher,0,0,0.12,0,0.12
9705,Deadliest Catch: Sea of Chaos,0,2010,Sports,Crave Entertainment,0.12,0,0,0.01,0.12
9709,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,0,2010,Role-Playing,Namco Bandai Games,0,0,0.12,0,0.12
9710,Karaoke Revolution,0,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01,0.12
9712,Are You Smarter than a 5th Grader? Game Time,0,2009,Puzzle,THQ,0.12,0,0,0.01,0.12
9716,Gladiator Begins,0,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12
9720,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0,2008,Adventure,Tecmo Koei,0,0,0.12,0,0.12
9721,Puzzle Quest 2,0,2010,Puzzle,D3Publisher,0.11,0,0,0.01,0.12
9722,All Kamen Rider: Rider Generation,0,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12
9723,The King of Fighters '98 Ultimate Match,0,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12
9724,Onechanbara: Bikini Zombie Slayers,0,2008,Action,D3Publisher,0.11,0,0,0.01,0.12
9728,Undead Knights,0,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12
9734,M&M's Kart Racing,0,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9742,Escape The Museum,0,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01,0.12
9749,Cars 2,0,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.01,0.12
9750,Major League Baseball 2K8 Fantasy All-Stars,0,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
9754,Puzzle Kingdoms,0,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9755,The Lord of the Rings: Aragorn's Quest,0,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0,0.01,0.12
9759,Rock Band Track Pack Volume 2,0,2008,Misc,MTV Games,0.06,0.05,0,0.02,0.12
9761,Bodycount,0,2011,Shooter,Codemasters,0.05,0.06,0,0.02,0.12
9762,Gundam Memories: Tatakai no Kioku,0,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12
9763,Megamind: Ultimate Showdown,0,2010,Action,THQ,0.07,0.04,0,0.01,0.12
9764,Kaijuu Busters,0,2009,Action,Namco Bandai Games,0,0,0.12,0,0.12
9766,Ferrari Challenge Trofeo Pirelli,0,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02,0.12
9776,Medarot DS: Kabuto / Kuwagata Ver.,0,2010,Role-Playing,Rocket Company,0,0,0.12,0,0.12
9777,Mountain Sports,0,2009,Sports,Activision,0.11,0,0,0.01,0.12
9778,Tenchu: Shadow Assassins,0,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
9779,NPPL: Championship Paintball 2009,0,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12
9781,Making History: The Great War,0,2010,Strategy,Namco Bandai Games,0,0,0.12,0,0.12
9783,The God of War Trilogy,0,2010,Action,Sony Computer Entertainment,0,0.07,0.03,0.02,0.12
9784,Dance Paradise,0,2010,Misc,Mindscape,0.1,0.01,0,0.01,0.12
9785,Backyard Baseball '10,0,2009,Sports,Atari,0.11,0,0,0.01,0.12
9786,Blazblue: Continuum Shift Extend,0,2011,Fighting,PQube,0.03,0.05,0.02,0.02,0.12
9789,Alice: Madness Returns,1,2011,Adventure,Electronic Arts,0,0.1,0,0.02,0.12
9791,My Chinese Coach,0,2008,Misc,Ubisoft,0.11,0.01,0,0.01,0.12
9792,DiRT 2,0,2009,Racing,Codemasters,0.06,0.04,0,0.01,0.12
9794,The King of Fighters Collection: The Orochi Saga,0,2008,Fighting,Ignition Entertainment,0.11,0,0,0.01,0.12
9795,Atelier Annie: Alchemists of Sera Island,0,2009,Role-Playing,Gust,0.08,0,0.03,0.01,0.12
9801,Yard Sale Hidden Treasures: Sunnyville,0,2010,Puzzle,Konami Digital Entertainment,0.11,0,0,0.01,0.12
9804,Lost in Shadow,0,2010,Platform,Konami Digital Entertainment,0.1,0,0.01,0.01,0.12
9807,McDROID,0,2011,Strategy,Namco Bandai Games,0,0,0.12,0,0.12
9810,Macross Triangle Frontier,0,2011,Action,Namco Bandai Games,0,0,0.12,0,0.12
9811,Chessmaster: The Art of Learning,0,2008,Misc,Ubisoft,0.11,0,0,0.01,0.12
9812,Petz Fantasy: Moonlight Magic,0,2010,Simulation,Ubisoft,0.11,0,0,0.01,0.12
9814,My Farm Around the World,0,2008,Simulation,Atari,0.11,0,0,0.01,0.12
9815,Fat Princess: Fistful of Cake,0,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12
9816,Zubo,0,2008,Misc,Electronic Arts,0.09,0.03,0,0.01,0.12
9827,Zenses: Rainforest,0,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,0.12
9828,Dora the Explorer: Dora Saves the Mermaids,0,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02,0.12
9829,Grand Theft Auto: San Andreas,0,2008,Action,Take-Two Interactive,0.08,0.03,0,0.01,0.12
9831,Skate City Heroes,0,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01,0.12
9832,NASCAR Unleashed,0,2011,Racing,Activision,0.11,0,0,0.01,0.12
9835,Mytran Wars,0,2009,Strategy,Deep Silver,0.08,0.02,0,0.02,0.12
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,0,2011,Fighting,Namco Bandai Games,0,0,0.12,0,0.12
9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,0,2011,Role-Playing,Atlus,0.07,0,0.04,0.01,0.12
9840,Dodge Racing: Charger vs Challenger,0,2009,Racing,Zushi Games,0.11,0,0,0.01,0.12
9847,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,0,2010,Strategy,Namco Bandai Games,0,0,0.12,0,0.12
9849,Space Chimps,0,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02,0.12
9854,nail'd,0,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12
9855,PixelJunk Monsters Deluxe,0,2010,Strategy,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9856,Tom Clancy's EndWar,0,2008,Strategy,Ubisoft,0.1,0.01,0,0.01,0.12
9859,Rubik's World,0,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,0.12
9862,DreamWorks Super Star Kartz,0,2011,Racing,Activision,0.08,0.03,0,0.01,0.12
9863,Minute to Win It,0,2010,Misc,Zoo Games,0.11,0,0,0.01,0.12
9866,Pinball Hall of Fame: The Williams Collection,0,2009,Misc,Crave Entertainment,0.11,0,0,0.01,0.12
9868,Backyard Sports Football: Rookie Rush,0,2010,Sports,Atari,0.11,0,0,0.01,0.12
9871,Vacation Isle: Beach Party,0,2010,Misc,Warner Bros. Interactive Entertainment,0.09,0.02,0,0.01,0.12
9872,Fit in Six,0,2011,Sports,Ubisoft,0.11,0,0,0.01,0.12
9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,0,2010,Shooter,Namco Bandai Games,0,0,0.12,0,0.12
9876,Tecmo Bowl: Kickoff,0,2008,Sports,Tecmo Koei,0.11,0,0,0.01,0.12
9881,Monster Jam: Path of Destruction,0,2010,Racing,Activision,0.11,0,0,0.01,0.12
9882,Everybody Dance,0,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.12
9884,Power Gig: Rise of the SixString,0,2010,Misc,Unknown,0.11,0,0,0.01,0.12
9895,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,0,2011,Action,THQ,0.07,0.03,0,0.01,0.12
9896,Self-Defense Training Camp,0,2011,Sports,Ubisoft,0.08,0.03,0,0.01,0.12
9898,Deca Sports Extreme,0,2011,Sports,Hudson Soft,0.08,0,0.03,0.01,0.12
9905,A.C.E.: Another Century's Episode Portable,0,2011,Simulation,Namco Bandai Games,0,0,0.12,0,0.12
9908,Peggle: Dual Shot,0,2009,Puzzle,Po1ap Games,0.11,0,0,0.01,0.12
9910,Sniper Elite,0,2010,Shooter,Reef Entertainment,0.08,0.03,0,0.01,0.12
9915,NPPL: Championship Paintball 2009,0,2008,Shooter,Activision Value,0.11,0,0,0.01,0.12
9917,Dementium II,0,2010,Shooter,SouthPeak Games,0.09,0.02,0,0.01,0.12
9919,USA Today Crossword Challenge,0,2008,Puzzle,Destineer,0.11,0,0,0.01,0.12
9923,Jaws: Ultimate Predator,0,2011,Action,Majesco Entertainment,0.11,0,0,0.01,0.12
9925,Raiden IV,0,2008,Shooter,Moss,0.1,0,0.01,0.01,0.12
9928,Rock Band: Metal Track Pack,0,2009,Misc,MTV Games,0.11,0,0,0.01,0.12
